character_id,character_name,game_title,release_year,developer,publisher,game_scale,genre,narrative_role,playable_status,gender,sexuality,identity_category,identity_confirmation,queer_status,intersectionality_present,intersectionality_details,evidence_source,notes,character_image,image_credit,image_source_url,source_language,discovery_source,research_status,evidence_confidence,platform_version,last_reviewed,content_availability
405,Glen,DoraKone,2018,Apple Cider,Apple Cider,,Visual novel,unknown,unknown,man,gay,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/dorakone,Represent Me explicitly associates Glen with gay in its entry for DoraKone. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
406,Brin,DoraKone,2018,Apple Cider,Apple Cider,,Visual novel,supporting_character,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/dorakone,Represent Me explicitly associates Brin with lesbian in its entry for DoraKone. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
407,Honoree,DoraKone,2018,Apple Cider,Apple Cider,,Visual novel,supporting_character,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/dorakone,Represent Me explicitly associates Honoree with lesbian in its entry for DoraKone. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
408,Rayen,DoraKone,2018,Apple Cider,Apple Cider,,Visual novel,supporting_character,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/dorakone,Represent Me explicitly associates Rayen with lesbian in its entry for DoraKone. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
409,The Guardian,Firstborn,,Elston Studios,Not yet released,,RPG,protagonist,unknown,not_recorded,pansexual,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/firstborn,Represent Me explicitly associates The Guardian with pansexual in its entry for Firstborn. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,Not yet released,2026-08-26,not_recorded
410,Alex,Fran and the Demon Hunter,2019,TangledVirus,TangledVirus,,Visual novel,unknown,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/fran-and-the-demon-hunter,Represent Me explicitly associates Alex with lesbian in its entry for Fran and the Demon Hunter. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free or donation),2026-08-26,not_recorded
411,Nomade,Nomade the Demon Hunter,2020,TangledVirus,TangledVirus,,Visual novel,unknown,unknown,not_recorded,pansexual,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/fran-and-the-demon-hunter,Represent Me explicitly associates Nomade with pansexual in its entry for Fran and the Demon Hunter. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free or donation),2026-08-26,not_recorded
412,Chorus,Frogsong,,,,,Adventure,protagonist,unknown,non_binary,not_recorded,gender_identity,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/frogsong,Represent Me explicitly associates Chorus with nonbinary in its entry for Frogsong. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
413,Riley,Furistas Cat Cafe,2019,Runaway,Runaway,,Simulation,unknown,unknown,non_binary,not_recorded,gender_identity,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/furistas-cat-cafe,Represent Me explicitly associates Riley with nonbinary in its entry for Furistas Cat Cafe. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
414,Endrance,.hack//Link,2010,CyberConnect2,Bandai Namco,,RPG,unknown,unknown,not_recorded,bisexual,sexual_orientation,ambiguous,ambiguous,,,https://representme.charity/projects/queer/database/title/hack-link,"Represent Me discusses Endrance in connection with bisexual, but its wording is interpretive or uncertain. Imported as ambiguous and queued for curator review.",,,,en,Represent Me,needs_verification,low,PlayStation Portable,2026-08-26,not_recorded
415,Robert,Herald: An Interactive Period Drama,2017,Wispfire,Wispfire,,Adventure,unknown,unknown,man,gay,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/herald-an-interactive-period-drama,Represent Me explicitly associates Robert with gay in its entry for Herald: An Interactive Period Drama. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
416,Kara,I Miss the Sunrise,2010,Deltree,Deltree,,RPG,unknown,unknown,not_recorded,bisexual,sexual_orientation,ambiguous,ambiguous,,,https://representme.charity/projects/queer/database/title/i-miss-the-sunrise,"Represent Me discusses Kara in connection with bisexual, but its wording is interpretive or uncertain. Imported as ambiguous and queued for curator review.",,,,en,Represent Me,needs_verification,low,PC (free),2026-08-26,not_recorded
417,Nadia,Known Unknowns,2017,Brendan Patrick Hennessey,Brendan Patrick Hennessey,,Interactive fiction,protagonist,unknown,not_recorded,bisexual,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/known-unknowns,Represent Me explicitly associates Nadia with bisexual in its entry for Known Unknowns. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
418,Kaz,Known Unknowns,2017,Brendan Patrick Hennessey,Brendan Patrick Hennessey,,Interactive fiction,unknown,unknown,non_binary,not_recorded,gender_identity,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/known-unknowns,Represent Me explicitly associates Kaz with nonbinary in its entry for Known Unknowns. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
419,Anya,Known Unknowns,2017,Brendan Patrick Hennessey,Brendan Patrick Hennessey,,Interactive fiction,unknown,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/known-unknowns,Represent Me explicitly associates Anya with lesbian in its entry for Known Unknowns. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
420,Asher,Latte Gay,2018,HuffleDuck,HuffleDuck,,Visual novel,unknown,unknown,not_recorded,gay,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/latte-gay,Represent Me explicitly associates Asher with gay in its entry for Latte Gay. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
421,Corin,Leave You Behind,2015,PIZZAPRANKS,PIZZAPRANKS,,Visual novel,protagonist,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/leave-you-behind,Represent Me explicitly associates Corin with lesbian in its entry for Leave You Behind. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
422,Rhea,Lonely Bullet,2018,Chumpette Visual,Chumpette Visual,,Action,protagonist,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/lonely-bullet,Represent Me explicitly associates Rhea with lesbian in its entry for Lonely Bullet. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
423,Shunichi Inagaki,Lux-Pain,2008,Killaware,Marvelous Entertainment,,Visual novel,unknown,unknown,not_recorded,gay,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/lux-pain,Represent Me explicitly associates Shunichi Inagaki with gay in its entry for Lux-Pain. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,Nintendo DS,2026-08-26,not_recorded
424,Nicki Burke,Mafia III,2016,Hangar 13,2K Games,,Shooter,unknown,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/mafia-iii,Represent Me explicitly associates Nicki Burke with lesbian in its entry for Mafia III. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,"PC, PlayStation 4, Xbox One",2026-08-26,not_recorded
425,Tony Derazio,Mafia III,2016,Hangar 13,2K Games,,Shooter,unknown,unknown,not_recorded,gay,sexual_orientation,ambiguous,ambiguous,,,https://representme.charity/projects/queer/database/title/mafia-iii,"Represent Me discusses Tony Derazio in connection with gay, but its wording is interpretive or uncertain. Imported as ambiguous and queued for curator review.",,,,en,Represent Me,needs_verification,low,"PC, PlayStation 4, Xbox One",2026-08-26,not_recorded
426,Roxanne,Mission: It's Complicated,2020,Schell Games,Schell Games,,Simulation,unknown,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/mission-it-s-complicated,Represent Me explicitly associates Roxanne with lesbian in its entry for Mission: It's Complicated. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
427,Cody (Riptide),Mission: It's Complicated,2020,Schell Games,Schell Games,,Simulation,unknown,unknown,trans_man,gay,gender_identity; sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/mission-it-s-complicated,Represent Me explicitly associates Cody (Riptide) with gay; trans man in its entry for Mission: It's Complicated. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
428,Nicole (Wifi),Mission: It's Complicated,2020,Schell Games,Schell Games,,Simulation,unknown,unknown,woman,bisexual,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/mission-it-s-complicated,Represent Me explicitly associates Nicole (Wifi) with bisexual in its entry for Mission: It's Complicated. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
429,Zael,Mission: It's Complicated,2020,Schell Games,Schell Games,,Simulation,unknown,unknown,non_binary,pansexual,gender_identity; sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/mission-it-s-complicated,Represent Me explicitly associates Zael with pansexual; nonbinary in its entry for Mission: It's Complicated. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
430,Sam (Nightgaunt),Mission: It's Complicated,2020,Schell Games,Schell Games,,Simulation,unknown,unknown,man,bisexual,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/mission-it-s-complicated,Represent Me explicitly associates Sam (Nightgaunt) with bisexual in its entry for Mission: It's Complicated. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
431,KC,Murder by Numbers,2020,Mediatonic,The Irregular Corporation,,Adventure,protagonist,unknown,man,gay,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/murder-by-numbers,Represent Me explicitly associates KC with gay in its entry for Murder by Numbers. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,"PC , Nintendo Switch",2026-08-26,not_recorded
432,Andie Graham,Mush,2013,Motion Twin,Motion Twin,,RPG,unknown,unknown,non_binary,not_recorded,gender_identity,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/mush,Represent Me explicitly associates Andie Graham with nonbinary in its entry for Mush. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free),2026-08-26,not_recorded
433,Susan,Nanh Heroes/GO EX,2019,Atma Weapon,Atma Weapon,,Simulation,unknown,unknown,not_recorded,bisexual,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/nanh-heroes-go-ex,Represent Me explicitly associates Susan with bisexual in its entry for Nanh Heroes/GO EX. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free or donation),2026-08-26,not_recorded
434,Siofra,Nanh Heroes/GO EX,2019,Atma Weapon,Atma Weapon,,Simulation,protagonist,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/nanh-heroes-go-ex,Represent Me explicitly associates Siofra with lesbian in its entry for Nanh Heroes/GO EX. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC (free or donation),2026-08-26,not_recorded
435,Alex,Newfound Courage,2019,Curtis Campion,Curtis Campion,,Adventure,protagonist,unknown,not_recorded,gay,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/newfound-courage,Represent Me explicitly associates Alex with gay in its entry for Newfound Courage. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
436,Mae,Night in the Woods,2017,Infinite Fall,Finji,,Adventure,protagonist,unknown,not_recorded,bisexual,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/night-in-the-woods,Represent Me explicitly associates Mae with bisexual in its entry for Night in the Woods. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
437,Tracer,Overwatch,2016,Blizzard Entertainment,Blizzard Entertainment,,Shooter,unknown,unknown,not_recorded,lesbian,sexual_orientation,external_source; developer_confirmed,confirmed,,,https://representme.charity/projects/queer/database/title/overwatch,Represent Me explicitly associates Tracer with lesbian in its entry for Overwatch. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,"PC, PlayStation 4, Xbox One",2026-08-26,not_recorded
438,Enchantress,Scrambled: Syd City,2018,Team Rumblebee,Team Rumblebee,,Visual novel,unknown,unknown,not_recorded,lesbian,sexual_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/scrambled-syd-city,Represent Me explicitly associates Enchantress with lesbian in its entry for Scrambled: Syd City. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
439,Ace Wilds,Skull Soul Trio In: Curious Capers and Cadavers,,Moronis,Moronis,,RPG,unknown,unknown,not_recorded,asexual; aromantic,sexual_orientation; romantic_orientation,external_source,confirmed,,,https://representme.charity/projects/queer/database/title/skull-soul-trio-in-curious-capers-and-cadavers,Represent Me explicitly associates Ace Wilds with asexual; aromantic in its entry for Skull Soul Trio In: Curious Capers and Cadavers. Imported by a high-precision text pattern and queued for curator review.,,,,en,Represent Me,needs_verification,medium,PC,2026-08-26,not_recorded
440,Tails,Sonic the Hedgehog 2,1992,Sonic Team,Sega,,Platformer,unknown,unknown,not_recorded,queer,sexual_orientation,ambiguous,ambiguous,,,https://representme.charity/projects/queer/database/title/sonic-the-hedgehog-2,"Represent Me discusses Tails in connection with queer, but its wording is interpretive or uncertain. Imported as ambiguous and queued for curator review.",,,,en,Represent Me,needs_verification,low,"Sega Genesis, Nintendo 3DS, iOS , Android , Windows Phone",2026-08-26,not_recorded
